Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2004,3,25,4,1305,1305,1403,1405,WN,34,N85SW,58,60,47,-2,0,HRL,HOU,276,5,6,0,,0,0,0,0,0,0
2004,3,25,4,1422,1410,1522,1510,WN,38,N82SW,60,60,51,12,12,HRL,HOU,276,4,5,0,,0,0,0,0,0,0
2004,3,25,4,1550,1550,1648,1650,WN,46,N654SW,58,60,47,-2,0,HRL,HOU,276,3,8,0,,0,0,0,0,0,0
2004,3,25,4,1951,1945,2054,2040,WN,62,N86SW,63,55,50,14,6,HRL,HOU,276,3,10,0,,0,0,0,0,0,0
2004,3,25,4,2049,2045,2146,2140,WN,66,N721,57,55,48,6,4,HRL,HOU,276,3,6,0,,0,0,0,0,0,0
2004,3,25,4,620,620,718,715,WN,1651,N314SW,58,55,46,3,0,HRL,HOU,276,5,7,0,,0,0,0,0,0,0
2004,3,25,4,1515,1515,1613,1610,WN,1820,N694SW,58,55,50,3,0,HRL,HOU,276,3,5,0,,0,0,0,0,0,0
2004,3,25,4,1015,1015,1107,1110,WN,156,N74SW,52,55,45,-3,0,HRL,SAT,233,1,6,0,,0,0,0,0,0,0
2004,3,25,4,1915,1915,2017,2005,WN,170,N94SW,62,50,53,12,0,HRL,SAT,233,2,7,0,,0,0,0,0,0,0
2004,3,25,4,630,630,724,725,WN,72,N722,54,55,45,-1,0,IAH,DAL,217,3,6,0,,0,0,0,0,0,0
2004,3,25,4,2035,1945,2125,2035,WN,143,N85SW,50,50,40,50,50,IAH,DAL,217,3,7,0,,0,0,0,0,0,50
2004,3,25,4,907,845,1005,940,WN,207,N73SW,58,55,45,25,22,IAH,DAL,217,2,11,0,,0,0,0,3,0,22
2004,3,25,4,1735,1705,1845,1800,WN,284,N85SW,70,55,42,45,30,IAH,DAL,217,3,25,0,,0,0,0,15,0,30
2004,3,25,4,1025,1025,1117,1120,WN,701,N103SW,52,55,43,-3,0,IAH,DAL,217,3,6,0,,0,0,0,0,0,0
2004,3,25,4,1518,1510,1610,1605,WN,1520,N94SW,52,55,40,5,8,IAH,DAL,217,3,9,0,,0,0,0,0,0,0
2004,3,25,4,2030,2030,2200,2200,WN,776,N631SW,90,90,72,0,0,IND,BWI,515,12,6,0,,0,0,0,0,0,0
2004,3,25,4,1500,1500,1625,1635,WN,1002,N405,85,95,73,-10,0,IND,BWI,515,5,7,0,,0,0,0,0,0,0
2004,3,25,4,815,815,933,945,WN,1569,N402,78,90,71,-12,0,IND,BWI,515,2,5,0,,0,0,0,0,0,0
2004,3,25,4,1920,1825,2105,2015,WN,1524,N691WN,105,110,92,50,55,IND,JAX,688,3,10,0,,0,4,0,0,0,46
2004,3,25,4,1630,1630,1728,1745,WN,404,N767,238,255,225,-17,0,IND,LAS,1591,3,10,0,,0,0,0,0,0,0
2004,3,25,4,755,755,850,905,WN,1079,N756,235,250,227,-15,0,IND,LAS,1591,3,5,0,,0,0,0,0,0,0
2004,3,25,4,1910,1910,2048,2100,WN,2706,N436,278,290,255,-12,0,IND,LAX,1814,8,15,0,,0,0,0,0,0,0
2004,3,25,4,850,850,911,925,WN,1270,N772,81,95,68,-14,0,IND,MCI,451,3,10,0,,0,0,0,0,0,0
2004,3,25,4,1255,1255,1500,1505,WN,2489,N638SW,125,130,110,-5,0,IND,MCO,828,5,10,0,,0,0,0,0,0,0
2004,3,25,4,1755,1755,1757,1745,WN,243,N611SW,62,50,51,12,0,IND,MDW,162,3,8,0,,0,0,0,0,0,0
2004,3,25,4,715,715,700,705,WN,1160,N627SW,45,50,33,-5,0,IND,MDW,162,5,7,0,,0,0,0,0,0,0
2004,3,25,4,2020,1920,2015,1915,WN,1759,N622SW,55,55,40,60,60,IND,MDW,162,5,10,0,,0,0,0,60,0,0
2004,3,25,4,1555,1550,1621,1540,WN,1796,N691WN,86,50,58,41,5,IND,MDW,162,3,25,0,,0,0,0,41,0,0
2004,3,25,4,1332,1325,1348,1315,WN,2180,N698SW,76,50,62,33,7,IND,MDW,162,6,8,0,,0,0,0,26,0,7
2004,3,25,4,1125,1110,1220,1215,WN,2399,N658SW,115,125,98,5,15,IND,MSY,708,2,15,0,,0,0,0,0,0,0
2004,3,25,4,1255,1255,1435,1500,WN,1830,N745SW,220,245,203,-25,0,IND,PHX,1489,7,10,0,,0,0,0,0,0,0
2004,3,25,4,2126,2105,2328,2315,WN,2222,N715SW,122,130,110,13,21,IND,TPA,838,4,8,0,,0,0,0,0,0,0
2004,3,25,4,1245,1245,1357,1415,WN,783,N752,132,150,121,-18,0,ISP,BNA,803,4,7,0,,0,0,0,0,0,0
2004,3,25,4,1710,1705,1823,1840,WN,905,N750,133,155,123,-17,5,ISP,BNA,803,5,5,0,,0,0,0,0,0,0
2004,3,25,4,700,700,820,830,WN,2131,N438,140,150,122,-10,0,ISP,BNA,803,3,15,0,,0,0,0,0,0,0
2004,3,25,4,1610,1600,1710,1710,WN,85,N407,60,70,45,0,10,ISP,BWI,220,5,10,0,,0,0,0,0,0,0
2004,3,25,4,1135,1135,1245,1245,WN,128,N717SA,70,70,52,0,0,ISP,BWI,220,2,16,0,,0,0,0,0,0,0
2004,3,25,4,1810,1735,1915,1845,WN,1036,N763,65,70,55,30,35,ISP,BWI,220,3,7,0,,0,0,0,0,0,30
2004,3,25,4,2010,2010,2127,2115,WN,1151,N735,77,65,58,12,0,ISP,BWI,220,14,5,0,,0,0,0,0,0,0
2004,3,25,4,1835,1835,1932,1945,WN,1450,N769,57,70,49,-13,0,ISP,BWI,220,3,5,0,,0,0,0,0,0,0
2004,3,25,4,1500,1500,1600,1610,WN,1844,N604SW,60,70,48,-10,0,ISP,BWI,220,5,7,0,,0,0,0,0,0,0
2004,3,25,4,645,645,750,750,WN,1969,N781,65,65,54,0,0,ISP,BWI,220,1,10,0,,0,0,0,0,0,0
2004,3,25,4,744,740,851,850,WN,2052,N796,67,70,56,1,4,ISP,BWI,220,3,8,0,,0,0,0,0,0,0
2004,3,25,4,1333,1325,1438,1435,WN,2231,N413,65,70,54,3,8,ISP,BWI,220,3,8,0,,0,0,0,0,0,0
2004,3,25,4,650,650,940,1005,WN,1625,N418,170,195,158,-25,0,ISP,FLL,1093,2,10,0,,0,0,0,0,0,0
2004,3,25,4,1610,1610,1922,1925,WN,2248,N414,192,195,176,-3,0,ISP,FLL,1093,3,13,0,,0,0,0,0,0,0
2004,3,25,4,1055,1055,1322,1345,WN,708,N750,147,170,135,-23,0,ISP,MCO,972,5,7,0,,0,0,0,0,0,0
2004,3,25,4,730,715,1000,1005,WN,1081,N735,150,170,138,-5,15,ISP,MCO,972,4,8,0,,0,0,0,0,0,0
2004,3,25,4,1452,1445,1720,1735,WN,1839,N708SA,148,170,139,-15,7,ISP,MCO,972,2,7,0,,0,0,0,0,0,0
2004,3,25,4,1640,1635,1808,1805,WN,202,N410,148,150,136,3,5,ISP,MDW,765,3,9,0,,0,0,0,0,0,0
2004,3,25,4,1805,1725,1915,1855,WN,217,N434,130,150,120,20,40,ISP,MDW,765,5,5,0,,0,2,0,0,0,18
2004,3,25,4,725,725,830,850,WN,962,N446,125,145,112,-20,0,ISP,MDW,765,5,8,0,,0,0,0,0,0,0
2004,3,25,4,1835,1810,2113,2110,WN,353,N316SW,158,180,147,3,25,ISP,PBI,1052,3,8,0,,0,0,0,0,0,0
2004,3,25,4,810,810,1105,1120,WN,977,N604SW,175,190,160,-15,0,ISP,PBI,1052,5,10,0,,0,0,0,0,0,0
2004,3,25,4,1445,1430,1723,1735,WN,787,N441,158,185,147,-12,15,ISP,TPA,1034,4,7,0,,0,0,0,0,0,0
2004,3,25,4,855,855,1128,1200,WN,1305,N730MA,153,185,144,-32,0,ISP,TPA,1034,4,5,0,,0,0,0,0,0,0
2004,3,25,4,2005,2005,2324,2310,WN,1608,N682,139,125,127,14,0,JAN,BWI,888,2,10,0,,0,0,0,0,0,0
2004,3,25,4,945,945,1255,1255,WN,1860,N655WN,130,130,122,0,0,JAN,BWI,888,3,5,0,,0,0,0,0,0,0
2004,3,25,4,645,645,757,805,WN,172,N632SW,72,80,61,-8,0,JAN,HOU,359,4,7,0,,0,0,0,0,0,0
2004,3,25,4,1330,1320,1443,1440,WN,212,N311,73,80,58,3,10,JAN,HOU,359,5,10,0,,0,0,0,0,0,0
2004,3,25,4,1810,1810,1922,1930,WN,313,N308SW,72,80,58,-8,0,JAN,HOU,359,4,10,0,,0,0,0,0,0,0
2004,3,25,4,1105,1105,1220,1220,WN,1260,N719SW,75,75,60,0,0,JAN,HOU,359,8,7,0,,0,0,0,0,0,0
2004,3,25,4,1725,1730,2000,2005,WN,1170,N362,95,95,83,-5,-5,JAN,MCO,587,7,5,0,,0,0,0,0,0,0
2004,3,25,4,1245,1245,1432,1435,WN,269,N445,107,110,96,-3,0,JAN,MDW,666,4,7,0,,0,0,0,0,0,0
2004,3,25,4,900,900,1048,1050,WN,2039,N523,108,110,95,-2,0,JAN,MDW,666,3,10,0,,0,0,0,0,0,0
2004,3,25,4,720,720,726,735,WN,1293,N449,66,75,56,-9,0,JAX,BHM,365,2,8,0,,0,0,0,0,0,0
2004,3,25,4,1240,1235,1305,1305,WN,515,N714CB,85,90,70,0,5,JAX,BNA,484,3,12,0,,0,0,0,0,0,0
2004,3,25,4,1848,1830,1913,1905,WN,1138,N638SW,85,95,70,8,18,JAX,BNA,484,5,10,0,,0,0,0,0,0,0
2004,3,25,4,800,800,821,830,WN,1687,N638SW,81,90,71,-9,0,JAX,BNA,484,3,7,0,,0,0,0,0,0,0
2004,3,25,4,1745,1725,1930,1910,WN,227,N645SW,105,105,92,20,20,JAX,BWI,663,3,10,0,,0,13,0,0,0,7
2004,3,25,4,1050,1050,1240,1235,WN,2351,N697SW,110,105,90,5,0,JAX,BWI,663,5,15,0,,0,0,0,0,0,0
2004,3,25,4,2030,2005,2210,2150,WN,2358,N791,100,105,90,20,25,JAX,BWI,663,2,8,0,,0,0,0,0,0,20
2004,3,25,4,1728,1630,1838,1740,WN,81,N348,70,70,56,58,58,JAX,FLL,318,4,10,0,,0,4,0,0,0,54
2004,3,25,4,750,750,900,855,WN,200,N698SW,70,65,57,5,0,JAX,FLL,318,3,10,0,,0,0,0,0,0,0
2004,3,25,4,855,855,1006,1000,WN,773,N749SW,71,65,60,6,0,JAX,FLL,318,2,9,0,,0,0,0,0,0,0
2004,3,25,4,1210,1215,1319,1325,WN,878,N611SW,69,70,55,-6,-5,JAX,FLL,318,3,11,0,,0,0,0,0,0,0
2004,3,25,4,1450,1450,1558,1600,WN,1144,N619SW,68,70,58,-2,0,JAX,FLL,318,3,7,0,,0,0,0,0,0,0
2004,3,25,4,1953,1915,2058,2025,WN,1339,N358,65,70,55,33,38,JAX,FLL,318,3,7,0,,0,0,0,0,0,33
2004,3,25,4,2124,2040,2230,2145,WN,1524,N691WN,66,65,56,45,44,JAX,FLL,318,2,8,0,,0,0,0,1,0,44
2004,3,25,4,1530,1530,1722,1735,WN,243,N611SW,112,125,99,-13,0,JAX,IND,688,5,8,0,,0,0,0,0,0,0
2004,3,25,4,1040,1025,1102,1105,WN,2708,N307SW,82,100,74,-3,15,JAX,MSY,513,2,6,0,,0,0,0,0,0,0
2004,3,25,4,1135,1135,1302,1300,WN,860,N324,87,85,80,2,0,JAX,ORF,543,2,5,0,,0,0,0,0,0,0
2004,3,25,4,1805,1805,1935,1930,WN,1024,N679,90,85,81,5,0,JAX,ORF,543,3,6,0,,0,0,0,0,0,0
2004,3,25,4,2020,2020,2110,2110,WN,1868,N425,50,50,35,0,0,JAX,TPA,180,5,10,0,,0,0,0,0,0,0
2004,3,25,4,650,650,736,745,WN,2288,N321,46,55,35,-9,0,JAX,TPA,180,6,5,0,,0,0,0,0,0,0
2004,3,25,4,2040,2035,2305,2255,WN,495,N366,85,80,65,10,5,LAS,ABQ,487,5,15,0,,0,0,0,0,0,0
2004,3,25,4,1320,1320,1545,1545,WN,1035,N353,85,85,64,0,0,LAS,ABQ,487,3,18,0,,0,0,0,0,0,0
2004,3,25,4,800,800,1015,1025,WN,1542,N754,75,85,64,-10,0,LAS,ABQ,487,4,7,0,,0,0,0,0,0,0
2004,3,25,4,1535,1525,1800,1750,WN,1619,N309SW,85,85,67,10,10,LAS,ABQ,487,3,15,0,,0,0,0,0,0,0
2004,3,25,4,2230,2200,48,20,WN,2454,N391SW,78,80,65,28,30,LAS,ABQ,487,3,10,0,,0,9,0,0,0,19
2004,3,25,4,1917,1900,2135,2120,WN,2637,N669SW,78,80,63,15,17,LAS,ABQ,487,3,12,0,,0,3,0,0,0,12
2004,3,25,4,1620,1605,2347,2335,WN,2121,N773,267,270,247,12,15,LAS,ALB,2237,2,18,0,,0,0,0,0,0,0
2004,3,25,4,2012,2005,14,2355,WN,1509,N380SW,122,110,97,19,7,LAS,AMA,758,7,18,0,,0,0,0,12,0,7
2004,3,25,4,815,815,1247,1250,WN,819,N760,152,155,134,-3,0,LAS,AUS,1090,4,14,0,,0,0,0,0,0,0
2004,3,25,4,1050,1050,1528,1525,WN,971,N747,158,155,137,3,0,LAS,AUS,1090,3,18,0,,0,0,0,0,0,0
2004,3,25,4,2010,1940,38,10,WN,2545,N369,148,150,135,28,30,LAS,AUS,1090,3,10,0,,0,0,0,0,0,28
2004,3,25,4,1613,1535,2359,2320,WN,1173,N798,286,285,265,39,38,LAS,BDL,2298,2,19,0,,0,0,0,1,0,38
2004,3,25,4,1000,1000,1530,1530,WN,1422,N403,210,210,190,0,0,LAS,BHM,1618,3,17,0,,0,0,0,0,0,0
2004,3,25,4,850,845,1413,1410,WN,587,N738,203,205,183,3,5,LAS,BNA,1588,5,15,0,,0,0,0,0,0,0
2004,3,25,4,1348,1340,1920,1905,WN,822,N442,212,205,184,15,8,LAS,BNA,1588,3,25,0,,0,8,0,7,0,0
2004,3,25,4,1052,1045,1624,1625,WN,1601,N758,212,220,186,-1,7,LAS,BNA,1588,3,23,0,,0,0,0,0,0,0
2004,3,25,4,922,915,1202,1205,WN,548,N384SW,100,110,86,-3,7,LAS,BOI,520,2,12,0,,0,0,0,0,0,0
2004,3,25,4,1737,1650,2019,1940,WN,1998,N607SW,102,110,89,39,47,LAS,BOI,520,3,10,0,,0,2,0,0,0,37
2004,3,25,4,1620,1620,2330,2325,WN,484,N409,250,245,230,5,0,LAS,BUF,1987,3,17,0,,0,0,0,0,0,0
2004,3,25,4,1912,1905,2013,2005,WN,126,N333,61,60,47,8,7,LAS,BUR,223,2,12,0,,0,0,0,0,0,0
2004,3,25,4,2100,2100,2155,2155,WN,334,N354,55,55,46,0,0,LAS,BUR,223,2,7,0,,0,0,0,0,0,0
2004,3,25,4,1048,1045,1153,1150,WN,880,N725,65,65,45,3,3,LAS,BUR,223,2,18,0,,0,0,0,0,0,0
2004,3,25,4,655,655,755,755,WN,896,N782,60,60,47,0,0,LAS,BUR,223,2,11,0,,0,0,0,0,0,0
2004,3,25,4,2030,2030,2133,2125,WN,902,N370,63,55,49,8,0,LAS,BUR,223,2,12,0,,0,0,0,0,0,0
2004,3,25,4,2000,2000,2100,2100,WN,954,N751,60,60,47,0,0,LAS,BUR,223,3,10,0,,0,0,0,0,0,0
2004,3,25,4,1005,1005,1113,1105,WN,1009,N673,68,60,43,8,0,LAS,BUR,223,2,23,0,,0,0,0,0,0,0
2004,3,25,4,1537,1520,1634,1620,WN,1350,N648SW,57,60,45,14,17,LAS,BUR,223,2,10,0,,0,0,0,0,0,0
2004,3,25,4,1750,1710,1850,1810,WN,1903,N628SW,60,60,45,40,40,LAS,BUR,223,2,13,0,,0,3,0,0,0,37
2004,3,25,4,1315,1315,1420,1420,WN,1985,N647SW,65,65,42,0,0,LAS,BUR,223,3,20,0,,0,0,0,0,0,0
2004,3,25,4,1622,1615,1728,1715,WN,2059,N669SW,66,60,38,13,7,LAS,BUR,223,2,26,0,,0,0,0,0,0,0
2004,3,25,4,920,920,1020,1020,WN,2434,N349,60,60,47,0,0,LAS,BUR,223,3,10,0,,0,0,0,0,0,0
2004,3,25,4,810,810,1534,1535,WN,1716,N434,264,265,244,-1,0,LAS,BWI,2106,4,16,0,,0,0,0,0,0,0
2004,3,25,4,1440,1440,2208,2205,WN,1909,N795,268,265,240,3,0,LAS,BWI,2106,13,15,0,,0,0,0,0,0,0
2004,3,25,4,935,935,1620,1620,WN,366,N728SW,225,225,206,0,0,LAS,CMH,1772,2,17,0,,0,0,0,0,0,0
2004,3,25,4,1725,1725,8,10,WN,1448,N747,223,225,200,-2,0,LAS,CMH,1772,3,20,0,,0,0,0,0,0,0
2004,3,25,4,1140,1140,1418,1420,WN,1334,N506,98,100,80,-2,0,LAS,ELP,584,3,15,0,,0,0,0,0,0,0
2004,3,25,4,1333,1325,1604,1600,WN,2731,N394SW,91,95,79,4,8,LAS,ELP,584,2,10,0,,0,0,0,0,0,0
2004,3,25,4,1250,1235,1512,1505,WN,1496,N615SW,142,150,112,7,15,LAS,GEG,806,2,28,0,,0,0,0,0,0,0
2004,3,25,4,1350,1350,1855,1845,WN,1037,N632SW,185,175,154,10,0,LAS,HOU,1235,3,28,0,,0,0,0,0,0,0
2004,3,25,4,1705,1645,2150,2135,WN,1406,N726,165,170,153,15,20,LAS,HOU,1235,5,7,0,,0,0,0,0,0,15
2004,3,25,4,754,745,1243,1240,WN,1874,N329SW,169,175,155,3,9,LAS,HOU,1235,3,11,0,,0,0,0,0,0,0
2004,3,25,4,1952,1845,30,2330,WN,2641,N774,158,165,142,60,67,LAS,HOU,1235,3,13,0,,0,0,0,0,0,60
2004,3,25,4,930,930,1550,1600,WN,1011,N767,200,210,178,-10,0,LAS,IND,1591,8,14,0,,0,0,0,0,0,0
2004,3,25,4,2002,1745,210,15,WN,1206,N756,188,210,177,115,137,LAS,IND,1591,3,8,0,,0,3,0,0,0,112
2004,3,25,4,1225,1225,1340,1335,WN,186,N376,75,70,42,5,0,LAS,LAX,236,10,23,0,,0,0,0,0,0,0
2004,3,25,4,1145,1135,1257,1240,WN,796,N400,72,65,45,17,10,LAS,LAX,236,5,22,0,,0,0,0,12,0,5
2004,3,25,4,930,930,1030,1035,WN,1079,N756,60,65,45,-5,0,LAS,LAX,236,3,12,0,,0,0,0,0,0,0
2004,3,25,4,1529,1500,1625,1605,WN,1176,N452,56,65,42,20,29,LAS,LAX,236,3,11,0,,0,6,0,0,0,14
2004,3,25,4,1430,1430,1540,1530,WN,1260,N719SW,70,60,45,10,0,LAS,LAX,236,7,18,0,,0,0,0,0,0,0
2004,3,25,4,805,805,902,905,WN,1436,N391SW,57,60,40,-3,0,LAS,LAX,236,6,11,0,,0,0,0,0,0,0
2004,3,25,4,2125,2055,2243,2155,WN,1465,N672SW,78,60,47,48,30,LAS,LAX,236,15,16,0,,0,0,0,18,0,30
2004,3,25,4,1857,1850,2003,1955,WN,1591,N728SW,66,65,47,8,7,LAS,LAX,236,5,14,0,,0,0,0,0,0,0
2004,3,25,4,1020,1020,1133,1130,WN,1651,N314SW,73,70,44,3,0,LAS,LAX,236,4,25,0,,0,0,0,0,0,0
2004,3,25,4,2025,2020,2134,2130,WN,1694,N429,69,70,46,4,5,LAS,LAX,236,4,19,0,,0,0,0,0,0,0
2004,3,25,4,1722,1630,1819,1735,WN,2020,N310,57,65,41,44,52,LAS,LAX,236,4,12,0,,0,8,0,0,0,36
2004,3,25,4,605,605,700,705,WN,2185,N397SW,55,60,40,-5,0,LAS,LAX,236,5,10,0,,0,0,0,0,0,0
2004,3,25,4,730,730,829,830,WN,2441,N364,59,60,45,-1,0,LAS,LAX,236,4,10,0,,0,0,0,0,0,0
2004,3,25,4,1530,1530,1638,1635,WN,2505,N651SW,68,65,42,3,0,LAS,LAX,236,8,18,0,,0,0,0,0,0,0
2004,3,25,4,645,645,740,745,WN,2882,N728SW,55,60,40,-5,0,LAS,LAX,236,2,13,0,,0,0,0,0,0,0
2004,3,25,4,1000,1000,1405,1400,WN,158,N331,125,120,95,5,0,LAS,LBB,775,2,28,0,,0,0,0,0,0,0
2004,3,25,4,1215,1150,1702,1650,WN,1925,N667SW,167,180,158,12,25,LAS,LIT,1295,2,7,0,,0,0,0,0,0,0
2004,3,25,4,1050,1050,1450,1450,WN,1125,N326,120,120,99,0,0,LAS,MAF,796,2,19,0,,0,0,0,0,0,0
2004,3,25,4,650,650,1120,1130,WN,1010,N352,150,160,139,-10,0,LAS,MCI,1140,3,8,0,,0,0,0,0,0,0
2004,3,25,4,1339,1325,1810,1805,WN,1116,N305SW,151,160,139,5,14,LAS,MCI,1140,2,10,0,,0,0,0,0,0,0
2004,3,25,4,1555,1555,2030,2035,WN,1918,N736,155,160,135,-5,0,LAS,MCI,1140,5,15,0,,0,0,0,0,0,0
2004,3,25,4,2000,2000,30,40,WN,1997,N777,150,160,135,-10,0,LAS,MCI,1140,3,12,0,,0,0,0,0,0,0
2004,3,25,4,2040,1840,110,2320,WN,2350,N770,150,160,135,110,120,LAS,MCI,1140,5,10,0,,0,27,0,0,0,83
2004,3,25,4,1010,955,1452,1440,WN,2537,N786,162,165,135,12,15,LAS,MCI,1140,2,25,0,,0,0,0,0,0,0
2004,3,25,4,1105,1105,1624,1635,WN,357,N732,199,210,176,-11,0,LAS,MDW,1521,3,20,0,,0,0,0,0,0,0
2004,3,25,4,1350,1340,1925,1910,WN,438,N725,215,210,180,15,10,LAS,MDW,1521,5,30,0,,0,5,0,5,0,5
2004,3,25,4,1555,1550,2137,2115,WN,441,N411,222,205,187,22,5,LAS,MDW,1521,5,30,0,,0,0,0,22,0,0
2004,3,25,4,1955,1945,103,105,WN,689,N782,188,200,176,-2,10,LAS,MDW,1521,2,10,0,,0,0,0,0,0,0
2004,3,25,4,1010,1010,1546,1540,WN,913,N711HK,216,210,192,6,0,LAS,MDW,1521,3,21,0,,0,0,0,0,0,0
2004,3,25,4,700,700,1208,1230,WN,1225,N415,188,210,173,-22,0,LAS,MDW,1521,6,9,0,,0,0,0,0,0,0
2004,3,25,4,1900,1845,10,5,WN,1559,N450,190,200,175,5,15,LAS,MDW,1521,5,10,0,,0,0,0,0,0,0
2004,3,25,4,1425,1425,2210,2210,WN,1252,N761,285,285,262,0,0,LAS,MHT,2356,3,20,0,,0,0,0,0,0,0
2004,3,25,4,2005,1925,110,40,WN,1157,N719SW,185,195,171,30,40,LAS,MSY,1501,2,12,0,,0,22,0,0,0,8
2004,3,25,4,2100,2050,2227,2215,WN,167,N435,87,85,73,12,10,LAS,OAK,407,4,10,0,,0,0,0,0,0,0
2004,3,25,4,2200,2145,2320,2310,WN,217,N434,80,85,70,10,15,LAS,OAK,407,5,5,0,,0,0,0,0,0,0
2004,3,25,4,1725,1725,1900,1855,WN,511,N792,95,90,73,5,0,LAS,OAK,407,2,20,0,,0,0,0,0,0,0
2004,3,25,4,815,805,940,935,WN,720,N667SW,85,90,70,5,10,LAS,OAK,407,5,10,0,,0,0,0,0,0,0
2004,3,25,4,1240,1230,1430,1400,WN,956,N628SW,110,90,83,30,10,LAS,OAK,407,2,25,0,,0,10,0,20,0,0
2004,3,25,4,1845,1845,2010,2015,WN,1073,N403,85,90,70,-5,0,LAS,OAK,407,5,10,0,,0,0,0,0,0,0
2004,3,25,4,1320,1320,1453,1450,WN,1540,N634SW,93,90,75,3,0,LAS,OAK,407,3,15,0,,0,0,0,0,0,0
2004,3,25,4,1050,1050,1235,1220,WN,1547,N508,105,90,80,15,0,LAS,OAK,407,5,20,0,,0,0,0,15,0,0
2004,3,25,4,1500,1500,1645,1630,WN,2586,N387SW,105,90,84,15,0,LAS,OAK,407,5,16,0,,0,0,0,15,0,0
2004,3,25,4,1420,1420,1615,1550,WN,2781,N361,115,90,90,25,0,LAS,OAK,407,5,20,0,,0,0,0,25,0,0
2004,3,25,4,1345,1315,1818,1755,WN,780,N625SW,153,160,135,23,30,LAS,OMA,1099,3,15,0,,0,2,0,0,0,21
2004,3,25,4,1815,1815,2245,2250,WN,1361,N767,150,155,132,-5,0,LAS,OMA,1099,5,13,0,,0,0,0,0,0,0
2004,3,25,4,1200,1200,1634,1640,WN,2222,N715SW,154,160,131,-6,0,LAS,OMA,1099,3,20,0,,0,0,0,0,0,0
2004,3,25,4,850,850,940,940,WN,355,N602SW,50,50,37,0,0,LAS,ONT,197,5,8,0,,0,0,0,0,0,0
2004,3,25,4,1330,1330,1428,1425,WN,359,N352,58,55,45,3,0,LAS,ONT,197,3,10,0,,0,0,0,0,0,0
2004,3,25,4,1235,1235,1330,1330,WN,771,N644SW,55,55,33,0,0,LAS,ONT,197,5,17,0,,0,0,0,0,0,0
2004,3,25,4,1120,1120,1210,1215,WN,895,N346,50,55,37,-5,0,LAS,ONT,197,5,8,0,,0,0,0,0,0,0
2004,3,25,4,1647,1630,1740,1725,WN,1152,N384SW,53,55,33,15,17,LAS,ONT,197,4,16,0,,0,1,0,0,0,14
2004,3,25,4,1045,1045,1138,1140,WN,1160,N627SW,53,55,36,-2,0,LAS,ONT,197,4,13,0,,0,0,0,0,0,0
2004,3,25,4,1755,1750,1850,1845,WN,1229,N675,55,55,39,5,5,LAS,ONT,197,5,11,0,,0,0,0,0,0,0
2004,3,25,4,1440,1440,1532,1535,WN,2466,N366,52,55,35,-3,0,LAS,ONT,197,4,13,0,,0,0,0,0,0,0
2004,3,25,4,2135,2135,2230,2225,WN,2697,N431,55,50,38,5,0,LAS,ONT,197,4,13,0,,0,0,0,0,0,0
2004,3,25,4,1538,1515,2300,2235,WN,1497,N704SW,262,260,244,25,23,LAS,ORF,2155,4,14,0,,0,23,0,2,0,0
2004,3,25,4,905,905,1115,1125,WN,131,N300SW,130,140,115,-10,0,LAS,PDX,762,2,13,0,,0,0,0,0,0,0
2004,3,25,4,1245,1245,1455,1505,WN,2373,N355,130,140,112,-10,0,LAS,PDX,762,3,15,0,,0,0,0,0,0,0
2004,3,25,4,1400,1310,1615,1520,WN,123,N332,75,70,45,55,50,LAS,PHX,256,5,25,0,,0,40,0,5,0,10
2004,3,25,4,2145,2145,2348,2340,WN,174,N716SW,63,55,46,8,0,LAS,PHX,256,2,15,0,,0,0,0,0,0,0
2004,3,25,4,630,630,830,835,WN,293,N683,60,65,45,-5,0,LAS,PHX,256,5,10,0,,0,0,0,0,0,0
2004,3,25,4,1525,1525,1733,1735,WN,668,N788,68,70,48,-2,0,LAS,PHX,256,5,15,0,,0,0,0,0,0,0
2004,3,25,4,2125,2115,2325,2315,WN,781,N656SW,60,60,48,10,10,LAS,PHX,256,2,10,0,,0,0,0,0,0,0
2004,3,25,4,1814,1755,2018,2005,WN,1201,N659SW,64,70,46,13,19,LAS,PHX,256,5,13,0,,0,0,0,0,0,0
2004,3,25,4,2305,2255,50,50,WN,1240,N660SW,45,55,29,0,10,LAS,PHX,256,1,15,0,,0,0,0,0,0,0
2004,3,25,4,1405,1345,1622,1555,WN,1536,N607SW,77,70,48,27,20,LAS,PHX,256,4,25,0,,0,2,0,7,0,18
2004,3,25,4,815,815,1025,1020,WN,1615,N649SW,70,65,50,5,0,LAS,PHX,256,5,15,0,,0,0,0,0,0,0
2004,3,25,4,1950,1900,2146,2105,WN,1669,N680,56,65,40,41,50,LAS,PHX,256,6,10,0,,0,3,0,0,0,38
2004,3,25,4,1125,1125,1335,1335,WN,1672,N338,70,70,45,0,0,LAS,PHX,256,5,20,0,,0,0,0,0,0,0
2004,3,25,4,1535,1450,1740,1655,WN,1746,N671SW,65,65,47,45,45,LAS,PHX,256,3,15,0,,0,45,0,0,0,0
